CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2
806619333,Existing Customer,36,F,3,High School,Single,Less than $40K,Blue,31,4,2,3,2909.0,2085,824.0,1.035,5154,80,0.86,0.717,0.00019311,0.99981
716355783,Existing Customer,36,M,3,Unknown,Married,$60K - $80K,Blue,30,5,2,3,13080.0,0,13080.0,0.685,1999,44,0.571,0.0,0.00021834,0.99978
717400533,Existing Customer,54,F,0,High School,Married,Less than $40K,Blue,45,5,2,2,2704.0,789,1915.0,1.039,4839,92,0.769,0.292,9.4951e-05,0.99991
770878458,Existing Customer,27,F,1,Post-Graduate,Married,Less than $40K,Blue,13,3,2,2,1438.3,990,448.3,0.715,3855,73,1.147,0.688,0.00012571,0.99987
718093233,Existing Customer,55,F,2,Post-Graduate,Married,Less than $40K,Blue,45,3,3,3,2163.0,0,2163.0,0.816,1349,47,0.88,0.0,0.00035594,0.99964
711746133,Attrited Customer,50,M,1,Unknown,Single,$120K +,Blue,37,4,3,2,32563.0,0,32563.0,1.013,9220,81,0.884,0.0,0.99464,0.00536
713686008,Existing Customer,38,M,2,Graduate,Single,$60K - $80K,Blue,25,1,1,1,11474.0,0,11474.0,0.628,13041,98,0.661,0.0,3.3214e-05,0.99997
714690633,Existing Customer,51,F,3,Graduate,Single,Less than $40K,Blue,36,1,3,1,3276.0,1474,1802.0,0.759,14212,116,0.681,0.45,0.00011256,0.99989
711808383,Existing Customer,50,M,3,Graduate,Divorced,$60K - $80K,Blue,39,5,1,3,6362.0,1709,4653.0,1.016,4476,85,0.735,0.269,9.6126e-05,0.9999
771081558,Existing Customer,55,M,2,High School,Divorced,$120K +,Blue,42,3,2,2,34516.0,1190,33326.0,0.832,2862,78,0.733,0.034,0.00011065,0.99989
720725883,Existing Customer,34,F,2,College,Single,Less than $40K,Blue,20,5,2,3,2715.0,1503,1212.0,0.704,4177,68,0.659,0.554,0.00018612,0.99981
710962308,Existing Customer,57,F,4,High School,Single,Unknown,Blue,36,3,6,3,4396.0,834,3562.0,0.66,4826,88,0.913,0.19,0.00024348,0.99976
802247658,Attrited Customer,59,M,2,Uneducated,Single,$40K - $60K,Blue,53,4,5,4,2699.0,2422,277.0,0.773,2599,43,0.433,0.897,0.99832,0.00168378
780040758,Existing Customer,40,F,4,College,Married,$40K - $60K,Blue,24,5,3,2,2606.0,1818,788.0,0.703,1999,50,1.174,0.698,0.0001834,0.99982
713824983,Existing Customer,43,F,0,High School,Married,Less than $40K,Blue,35,1,1,0,8401.0,1085,7316.0,0.696,7697,98,0.508,0.129,1.6948e-05,0.99998
809342208,Existing Customer,26,M,0,Graduate,Single,Unknown,Blue,19,4,1,2,1438.3,0,1438.3,0.472,2005,47,0.469,0.0,4.7263e-05,0.99995
711426033,Existing Customer,49,M,2,Graduate,Married,$80K - $120K,Blue,39,3,2,2,11332.0,946,10386.0,0.857,3806,65,0.667,0.083,0.00011382,0.99989
713292933,Existing Customer,36,F,3,Graduate,Single,Unknown,Blue,36,5,2,2,10566.0,726,9840.0,0.893,2156,64,1.207,0.069,0.00011811,0.99988
793712658,Attrited Customer,52,M,3,Graduate,Married,$80K - $120K,Blue,46,4,2,3,15011.0,2517,12494.0,0.713,1821,36,0.385,0.168,0.99499,0.00501
711065133,Existing Customer,26,M,1,High School,Single,$40K - $60K,Blue,13,6,2,4,1473.0,0,1473.0,0.813,2099,39,0.857,0.0,0.00029799,0.9997
827691858,Existing Customer,46,F,3,College,Single,Less than $40K,Blue,42,3,2,4,7616.0,1251,6365.0,0.581,2006,52,0.405,0.164,0.00032945,0.99967
709296558,Existing Customer,53,M,2,Graduate,Single,$120K +,Blue,36,3,2,2,18551.0,1434,17117.0,1.149,5364,90,0.765,0.077,0.00011382,0.99989
712349808,Existing Customer,44,F,4,College,Single,Unknown,Blue,34,4,1,2,12310.0,670,11640.0,0.801,4176,76,0.767,0.054,5.6158e-05,0.99994
713532858,Existing Customer,42,M,2,Doctorate,Unknown,$80K - $120K,Blue,36,6,1,2,4728.0,1386,3342.0,0.756,4077,70,0.628,0.293,7.9702e-05,0.99992
770662383,Existing Customer,38,M,2,Graduate,Single,$40K - $60K,Blue,24,6,3,2,14632.0,1158,13474.0,0.501,1399,36,0.5,0.079,0.00017987,0.99982
716578158,Existing Customer,39,F,1,Unknown,Married,Less than $40K,Blue,29,6,2,5,2722.0,1592,1130.0,1.319,3205,49,0.633,0.585,0.00058291,0.99942
719929758,Existing Customer,50,F,1,Doctorate,Married,Unknown,Blue,37,6,4,3,4181.0,0,4181.0,0.912,3057,54,0.688,0.0,0.00049651,0.9995
714790008,Existing Customer,38,F,1,Unknown,Single,Less than $40K,Blue,36,3,2,3,3764.0,0,3764.0,0.583,1572,57,0.357,0.0,0.00019751,0.9998
711688983,Existing Customer,51,M,2,Unknown,Divorced,$80K - $120K,Blue,38,4,2,3,21382.0,1692,19690.0,0.731,3060,66,0.65,0.079,0.00021042,0.99979
709380333,Existing Customer,57,M,1,Uneducated,Married,$120K +,Blue,36,6,2,3,24545.0,1735,22810.0,0.664,1671,45,0.5,0.071,0.00018475,0.99982
778659108,Existing Customer,51,F,2,High School,Single,Unknown,Blue,31,6,2,1,4789.0,2203,2586.0,0.847,4718,81,0.976,0.46,6.6728e-05,0.99993
779445108,Existing Customer,26,M,0,Graduate,Single,$40K - $60K,Blue,13,6,1,2,3290.0,1616,1674.0,0.466,2781,54,0.35,0.491,4.7263e-05,0.99995
716460933,Existing Customer,51,M,2,Unknown,Married,$120K +,Blue,42,4,1,4,10306.0,1427,8879.0,0.709,1456,44,0.294,0.138,0.00017371,0.99983
718665033,Attrited Customer,44,M,5,Doctorate,Single,$60K - $80K,Silver,36,2,3,4,34140.0,0,34140.0,0.877,8177,76,0.52,0.0,0.99857,0.00143279
712230408,Existing Customer,42,M,4,Uneducated,Married,$120K +,Blue,37,3,2,4,6953.0,1445,5508.0,0.591,3700,80,0.569,0.208,0.00035213,0.99965
715581633,Existing Customer,53,F,3,Unknown,Married,$40K - $60K,Blue,45,4,3,1,1972.0,0,1972.0,0.761,5085,73,0.587,0.0,0.00012373,0.99988
788386908,Existing Customer,48,M,3,Graduate,Unknown,$80K - $120K,Platinum,41,3,2,2,34516.0,1531,32985.0,0.862,1156,29,1.071,0.044,0.00020517,0.99979
794543958,Existing Customer,53,M,1,Graduate,Divorced,$80K - $120K,Blue,35,5,4,2,34516.0,1219,33297.0,1.129,1590,27,2.0,0.035,0.00020404,0.9998
713552958,Existing Customer,43,M,5,Graduate,Unknown,$60K - $80K,Blue,28,1,3,1,12773.0,1637,11136.0,0.919,14833,114,0.583,0.128,0.00011199,0.99989
717855933,Existing Customer,38,F,2,High School,Married,$40K - $60K,Blue,27,3,2,3,1776.0,1586,190.0,0.798,4350,71,0.868,0.893,0.0001861,0.99981
715455708,Existing Customer,47,M,3,Graduate,Single,$80K - $120K,Blue,37,3,3,2,5116.0,1468,3648.0,0.91,2361,49,0.633,0.287,0.00018665,0.99981
771594783,Attrited Customer,56,F,1,College,Married,Unknown,Blue,44,2,4,4,1438.3,0,1438.3,0.859,2264,37,0.423,0.0,0.99825,0.00175321
715268508,Existing Customer,42,M,3,Graduate,Married,$40K - $60K,Gold,36,3,2,5,23981.0,1399,22582.0,0.712,14840,125,0.761,0.058,0.00067538,0.99932
718071933,Existing Customer,49,M,1,Graduate,Married,$40K - $60K,Blue,36,4,2,3,4158.0,1889,2269.0,0.872,15842,130,0.831,0.454,0.00017969,0.99982
812809083,Existing Customer,37,F,3,Unknown,Single,Unknown,Blue,32,3,4,4,19636.0,1566,18070.0,0.649,2595,58,0.611,0.08,0.00071117,0.99929
708758658,Existing Customer,49,M,4,Graduate,Married,$80K - $120K,Blue,39,5,1,1,34516.0,543,33973.0,0.745,3951,76,0.9,0.016,3.4833e-05,0.99997
712072908,Existing Customer,48,M,4,College,Single,$80K - $120K,Blue,36,4,3,2,2852.0,736,2116.0,0.386,1382,40,0.29,0.258,0.0001834,0.99982
802884933,Existing Customer,61,M,1,Graduate,Married,$60K - $80K,Blue,55,6,2,3,3264.0,1348,1916.0,0.756,1665,32,0.524,0.413,0.00017969,0.99982
713118183,Existing Customer,31,M,1,Unknown,Married,$40K - $60K,Blue,23,5,1,2,13427.0,1562,11865.0,0.537,13117,108,0.714,0.116,5.6825e-05,0.99994
710213508,Existing Customer,63,M,1,High School,Single,$60K - $80K,Blue,54,2,3,3,23355.0,1061,22294.0,0.864,8634,95,0.9,0.045,0.00027604,0.99972
714073983,Existing Customer,47,M,2,Unknown,Single,$40K - $60K,Blue,36,6,3,3,7327.0,0,7327.0,0.857,1788,46,0.586,0.0,0.00033251,0.99967
710650608,Existing Customer,51,M,2,Graduate,Married,$80K - $120K,Blue,36,4,3,2,19262.0,1480,17782.0,0.649,4812,85,0.771,0.077,0.00017987,0.99982
717559533,Existing Customer,47,M,3,Graduate,Married,$120K +,Silver,42,1,3,1,34516.0,1161,33355.0,0.74,8212,100,0.695,0.034,0.00010171,0.9999
712812408,Attrited Customer,40,F,3,Unknown,Married,Less than $40K,Blue,28,2,3,3,1535.0,0,1535.0,0.544,1921,41,0.464,0.0,0.99711,0.00288892
709345008,Attrited Customer,53,F,2,Doctorate,Married,Unknown,Blue,39,1,2,3,1438.3,0,1438.3,0.644,807,22,0.692,0.0,0.9964,0.00359603
779920533,Existing Customer,54,F,1,High School,Married,Less than $40K,Blue,41,3,3,2,3784.0,2517,1267.0,0.648,15199,96,0.684,0.665,0.00016413,0.99984
712210458,Existing Customer,38,M,1,Uneducated,Single,$40K - $60K,Blue,36,2,3,2,5639.0,1558,4081.0,0.614,16628,109,0.946,0.276,0.0001736,0.99983
715127208,Existing Customer,48,M,3,Doctorate,Divorced,$120K +,Blue,36,4,3,2,34516.0,2517,31999.0,0.697,1699,48,0.846,0.073,0.00027008,0.99973
716253858,Existing Customer,37,M,5,Post-Graduate,Married,$80K - $120K,Blue,26,2,1,2,16730.0,1956,14774.0,0.675,1740,43,0.536,0.117,6.6908e-05,0.99993
720899058,Existing Customer,35,M,2,Graduate,Married,$80K - $120K,Blue,21,6,2,1,7685.0,2517,5168.0,0.745,13604,116,0.731,0.328,6.864e-05,0.99993
789859833,Existing Customer,41,M,4,Doctorate,Unknown,Less than $40K,Blue,31,6,2,1,2515.0,1767,748.0,0.665,4388,67,0.675,0.703,0.00010417,0.9999
802675983,Existing Customer,42,F,3,Graduate,Married,Less than $40K,Blue,33,2,3,1,3794.0,1544,2250.0,0.72,7872,80,0.538,0.407,0.00011256,0.99989
714391683,Attrited Customer,39,M,4,Unknown,Married,$60K - $80K,Gold,36,4,3,2,34516.0,2517,31999.0,0.841,8248,66,0.65,0.073,0.99583,0.00416767
719942883,Existing Customer,54,M,5,Graduate,Married,$60K - $80K,Blue,38,3,3,3,2290.0,1434,856.0,0.923,1119,18,3.5,0.626,0.00031231,0.99969
715940358,Existing Customer,51,F,1,Graduate,Married,Less than $40K,Blue,42,6,2,2,5822.0,2387,3435.0,0.76,1804,49,0.75,0.41,0.00010684,0.99989
715571583,Existing Customer,57,F,2,Doctorate,Divorced,Less than $40K,Blue,47,5,1,2,2504.0,1915,589.0,0.897,4847,86,0.654,0.765,7.9702e-05,0.99992
709827933,Existing Customer,44,M,2,Graduate,Married,$80K - $120K,Blue,36,3,3,2,12230.0,1196,11034.0,0.62,3659,76,0.52,0.098,0.00017987,0.99982
710074458,Existing Customer,41,F,5,High School,Divorced,Less than $40K,Blue,34,3,1,3,2137.0,996,1141.0,0.625,4290,90,0.875,0.466,9.2974e-05,0.99991
826780683,Existing Customer,40,M,3,Graduate,Married,$60K - $80K,Blue,36,6,2,2,15008.0,0,15008.0,0.784,3943,85,0.771,0.0,0.00011811,0.99988
813971283,Existing Customer,43,M,4,Unknown,Married,$80K - $120K,Blue,38,5,1,2,2510.0,1508,1002.0,0.728,3623,63,0.853,0.601,6.3492e-05,0.99994
810261633,Existing Customer,44,M,4,Graduate,Single,$60K - $80K,Blue,39,2,2,3,9682.0,1727,7955.0,0.88,14991,95,0.9,0.178,0.00020077,0.9998
823848183,Existing Customer,39,F,1,Unknown,Single,Less than $40K,Platinum,35,1,2,3,15987.0,1494,14493.0,0.731,8438,92,0.84,0.093,0.00034309,0.99966
721294533,Existing Customer,48,M,4,Graduate,Married,$80K - $120K,Blue,34,1,1,1,34516.0,738,33778.0,0.719,15143,121,0.635,0.021,3.4833e-05,0.99997
788772708,Existing Customer,50,F,2,Graduate,Married,Unknown,Blue,31,5,1,3,13745.0,0,13745.0,0.53,4432,61,0.605,0.0,9.2637e-05,0.99991
788474658,Existing Customer,55,M,3,Graduate,Married,$80K - $120K,Blue,48,5,2,4,16208.0,1278,14930.0,0.543,1842,56,0.436,0.079,0.00033886,0.99966
780715683,Existing Customer,41,M,3,Doctorate,Single,$60K - $80K,Blue,30,4,1,3,13602.0,0,13602.0,0.699,3582,69,0.683,0.0,0.0001391,0.99986
809844108,Existing Customer,48,M,2,Doctorate,Single,$60K - $80K,Blue,43,2,1,1,8086.0,0,8086.0,0.792,4775,78,0.66,0.0,4.8064e-05,0.99995
716098683,Existing Customer,46,F,5,Graduate,Unknown,Unknown,Blue,36,2,3,1,5496.0,1816,3680.0,0.678,7985,93,0.603,0.33,0.00011199,0.99989
717385083,Existing Customer,46,M,3,High School,Married,$120K +,Blue,35,2,2,3,4916.0,1122,3794.0,0.659,4813,87,0.706,0.228,0.00019311,0.99981
717241233,Existing Customer,60,F,1,Unknown,Single,Less than $40K,Blue,51,3,3,3,6089.0,1341,4748.0,0.757,14112,123,0.809,0.22,0.00031211,0.99969
717405408,Existing Customer,31,F,0,Post-Graduate,Single,Unknown,Blue,18,3,2,0,3934.0,1911,2023.0,0.723,4143,82,0.864,0.486,4.2395e-05,0.99996
711393483,Existing Customer,49,F,4,Unknown,Divorced,Less than $40K,Blue,36,4,3,1,2432.0,0,2432.0,1.293,4340,76,0.767,0.0,0.00012505,0.99987
711441333,Existing Customer,43,F,1,High School,Divorced,Less than $40K,Silver,35,3,2,2,10514.0,1580,8934.0,0.504,1229,27,0.8,0.15,9.3844e-05,0.99991
709367433,Existing Customer,28,M,1,Unknown,Single,$40K - $60K,Blue,15,3,3,1,2109.0,1542,567.0,0.67,2261,56,0.6,0.731,0.00011192,0.99989
711529383,Existing Customer,47,F,3,Graduate,Married,$40K - $60K,Blue,41,4,1,4,6602.0,1224,5378.0,0.665,3163,73,0.825,0.185,0.00016399,0.99984
714499908,Existing Customer,45,F,3,Unknown,Married,$40K - $60K,Blue,31,5,5,3,2016.0,1303,713.0,0.599,3243,63,0.615,0.646,0.00038536,0.99961
711569433,Existing Customer,51,F,2,Uneducated,Divorced,Less than $40K,Blue,38,4,1,2,9648.0,1926,7722.0,0.549,1083,22,1.75,0.2,5.663e-05,0.99994
805313808,Attrited Customer,52,F,3,High School,Married,$40K - $60K,Blue,47,2,2,3,8018.0,134,7884.0,0.717,2409,38,0.31,0.017,0.99485,0.00515
772118583,Existing Customer,43,F,1,Uneducated,Married,Less than $40K,Blue,32,6,2,2,2667.0,1590,1077.0,0.806,4596,85,0.574,0.596,0.00010985,0.99989
715195383,Existing Customer,46,F,3,Graduate,Divorced,Less than $40K,Blue,36,3,2,2,2391.0,1625,766.0,0.662,7649,101,0.603,0.68,0.00011811,0.99988
719163108,Existing Customer,44,M,3,Graduate,Married,$120K +,Blue,31,2,2,3,3977.0,1325,2652.0,0.769,4076,62,0.632,0.333,0.00019864,0.9998
720667383,Existing Customer,39,F,2,High School,Married,Less than $40K,Blue,32,5,3,1,3086.0,2213,873.0,0.695,4684,81,0.8,0.717,0.00010545,0.99989
720799608,Existing Customer,57,F,2,Graduate,Married,$40K - $60K,Blue,49,5,1,2,3377.0,1720,1657.0,0.491,1621,32,0.391,0.509,5.5077e-05,0.99994
709614333,Existing Customer,59,F,0,High School,Single,Unknown,Blue,36,4,3,1,10457.0,2148,8309.0,0.737,4649,74,0.947,0.205,9.0493e-05,0.99991
710563458,Existing Customer,43,F,1,Graduate,Divorced,Unknown,Blue,30,5,3,3,9535.0,660,8875.0,0.944,4210,81,0.723,0.069,0.00028395,0.99972
709035708,Existing Customer,38,F,0,Unknown,Married,Less than $40K,Blue,36,4,2,3,1841.0,1246,595.0,0.759,1819,35,0.522,0.677,0.00018057,0.99982
720840108,Existing Customer,44,M,0,Uneducated,Married,Less than $40K,Blue,24,5,3,0,8837.0,2103,6734.0,0.559,3753,60,0.875,0.238,5.8546e-05,0.99994
708724908,Existing Customer,47,F,2,High School,Single,Less than $40K,Blue,35,4,2,3,2262.0,0,2262.0,0.806,4113,83,0.627,0.0,0.0001861,0.99981
788734158,Existing Customer,42,M,4,Graduate,Married,$40K - $60K,Blue,19,5,3,2,8374.0,0,8374.0,0.885,4493,59,1.034,0.0,0.00018864,0.99981
779922183,Existing Customer,52,F,1,High School,Married,Less than $40K,Blue,36,2,2,2,2253.0,1981,272.0,0.55,4758,81,0.723,0.879,0.00010386,0.9999
715393908,Existing Customer,57,F,2,Post-Graduate,Married,Less than $40K,Blue,36,3,0,1,2712.0,1445,1267.0,0.819,4520,79,0.881,0.533,1.4461e-05,0.99999
779900808,Existing Customer,32,M,0,College,Single,$60K - $80K,Blue,16,2,3,2,21551.0,0,21551.0,0.536,14950,94,0.843,0.0,0.00015007,0.99985
717026658,Attrited Customer,43,F,3,Uneducated,Married,Less than $40K,Blue,32,6,3,3,1897.0,0,1897.0,0.645,2866,47,0.469,0.0,0.99691,0.00308778
788846508,Existing Customer,48,F,4,Uneducated,Married,$40K - $60K,Blue,32,6,1,3,2690.0,1903,787.0,0.824,4567,81,0.8,0.707,9.9893e-05,0.9999
789804933,Existing Customer,29,F,2,Uneducated,Single,Unknown,Blue,18,4,1,2,23125.0,1236,21889.0,0.995,2536,69,0.865,0.053,5.663e-05,0.99994
787450758,Existing Customer,57,M,1,Unknown,Single,$60K - $80K,Blue,43,3,3,1,19090.0,0,19090.0,0.53,4712,88,0.517,0.0,0.00011192,0.99989
719373558,Existing Customer,42,F,3,Unknown,Single,Less than $40K,Blue,36,6,1,1,6275.0,0,6275.0,0.79,4308,75,0.786,0.0,3.7884e-05,0.99996
718318383,Existing Customer,49,M,1,High School,Unknown,$60K - $80K,Blue,36,6,3,4,2645.0,1499,1146.0,0.67,4251,69,0.533,0.567,0.00047086,0.99953
715824108,Existing Customer,52,F,1,Graduate,Married,Less than $40K,Blue,38,3,1,3,3773.0,1291,2482.0,0.878,4697,75,0.667,0.342,8.6952e-05,0.99991
803963808,Existing Customer,39,M,3,Graduate,Single,$80K - $120K,Blue,34,4,3,5,19074.0,0,19074.0,0.804,3762,74,1.0,0.0,0.00092621,0.99907
778868958,Attrited Customer,42,F,2,Graduate,Married,Less than $40K,Blue,23,3,3,3,1929.0,1673,256.0,0.835,857,36,1.118,0.867,0.99671,0.00329379
772629333,Existing Customer,45,M,3,Graduate,Married,$40K - $60K,Blue,35,5,4,2,3454.0,1200,2254.0,0.597,1313,30,0.304,0.347,0.00022556,0.99977
712092783,Attrited Customer,47,F,3,Doctorate,Single,Less than $40K,Blue,40,6,2,3,2437.0,0,2437.0,0.664,2027,42,0.448,0.0,0.99653,0.00346592
770293758,Existing Customer,44,M,3,High School,Single,Less than $40K,Blue,38,6,1,2,2111.0,1047,1064.0,0.971,4830,82,0.952,0.496,5.5559e-05,0.99994
719557983,Existing Customer,42,M,4,Uneducated,Married,$60K - $80K,Blue,36,5,3,3,2966.0,2371,595.0,0.969,4416,83,0.844,0.799,0.0003262,0.99967
719068683,Existing Customer,52,F,1,High School,Married,$40K - $60K,Blue,36,5,1,2,3136.0,1864,1272.0,0.693,1036,25,0.25,0.594,5.0256e-05,0.99995
711736083,Attrited Customer,47,F,4,College,Divorced,Unknown,Blue,36,4,3,3,6769.0,274,6495.0,0.998,4885,54,0.35,0.04,0.99677,0.00323056
778433283,Attrited Customer,51,M,3,High School,Married,$60K - $80K,Blue,31,3,3,3,8989.0,0,8989.0,0.47,2031,53,1.038,0.0,0.99673,0.00326528
712337208,Existing Customer,59,F,2,Unknown,Single,Unknown,Blue,46,2,3,2,23731.0,1890,21841.0,0.677,13647,93,0.576,0.08,0.00019771,0.9998
719071158,Attrited Customer,54,F,0,Graduate,Single,Unknown,Platinum,38,2,2,2,34516.0,0,34516.0,0.695,3901,54,0.421,0.0,0.99414,0.00586
710620383,Existing Customer,43,M,4,Unknown,Married,$60K - $80K,Blue,35,6,3,2,24396.0,1171,23225.0,0.655,965,17,1.125,0.048,0.00020735,0.99979
720537633,Existing Customer,44,F,3,Doctorate,Married,Less than $40K,Blue,36,2,3,1,3047.0,2139,908.0,0.842,4961,85,0.635,0.702,0.00016289,0.99984
712044558,Attrited Customer,51,F,1,Uneducated,Single,Less than $40K,Silver,41,6,2,3,14563.0,1309,13254.0,0.708,6408,70,0.944,0.09,0.99405,0.00595
789948408,Existing Customer,55,M,2,Graduate,Single,$80K - $120K,Blue,46,3,1,4,34516.0,1718,32798.0,0.51,5220,74,0.423,0.05,0.00015804,0.99984
713336883,Attrited Customer,61,F,0,High School,Single,Less than $40K,Blue,36,4,3,4,1760.0,0,1760.0,0.457,2285,46,0.643,0.0,0.99768,0.00231656
817968783,Existing Customer,51,F,3,Graduate,Single,Less than $40K,Blue,46,6,3,1,2927.0,1499,1428.0,0.649,4670,70,0.944,0.512,0.00011256,0.99989
713511108,Existing Customer,61,M,1,Uneducated,Married,$40K - $60K,Blue,47,5,3,4,1438.3,847,591.3,0.436,1397,43,0.483,0.589,0.000498,0.9995
789124683,Existing Customer,54,M,2,Unknown,Married,$80K - $120K,Blue,42,4,2,3,12217.0,0,12217.0,1.075,1110,21,0.75,0.0,0.00021042,0.99979
711204483,Attrited Customer,56,M,4,High School,Married,$60K - $80K,Blue,46,3,3,3,2340.0,1930,410.0,0.987,781,15,0.364,0.825,0.99677,0.00323086
721523658,Existing Customer,46,M,5,High School,Unknown,$120K +,Blue,26,4,3,3,34516.0,772,33744.0,0.979,3699,77,0.878,0.022,0.00030361,0.9997
779739783,Existing Customer,43,M,2,Graduate,Married,$60K - $80K,Blue,28,6,3,2,19826.0,1389,18437.0,0.614,3561,73,0.659,0.07,0.00017987,0.99982
714000108,Existing Customer,40,F,3,College,Divorced,Unknown,Blue,36,5,2,4,6772.0,0,6772.0,0.483,3658,66,0.65,0.0,0.00032945,0.99967
715170183,Existing Customer,45,M,2,Graduate,Married,$40K - $60K,Blue,36,2,1,3,3735.0,2113,1622.0,0.684,7059,82,0.577,0.566,9.2637e-05,0.99991
718920708,Existing Customer,35,M,3,Graduate,Married,$60K - $80K,Blue,25,5,3,3,5240.0,1451,3789.0,1.198,2172,38,0.81,0.277,0.0003139,0.99969
710023233,Existing Customer,36,M,3,Graduate,Single,$120K +,Blue,36,6,2,4,24457.0,1300,23157.0,0.914,2739,65,0.912,0.053,0.00033886,0.99966
788950158,Existing Customer,36,M,2,College,Unknown,$80K - $120K,Blue,22,2,2,3,34516.0,1652,32864.0,0.854,1283,39,1.294,0.048,0.00018612,0.99981
716403633,Existing Customer,60,F,0,College,Divorced,Less than $40K,Blue,50,5,3,2,3426.0,1650,1776.0,0.622,4467,69,1.029,0.482,0.00015007,0.99985
772661808,Existing Customer,56,M,3,Graduate,Married,$120K +,Blue,46,2,1,2,7234.0,2055,5179.0,0.703,5051,83,0.66,0.284,5.7151e-05,0.99994
720895533,Existing Customer,32,F,4,Unknown,Married,Less than $40K,Blue,22,6,3,3,1438.3,1056,382.3,0.986,4885,78,1.053,0.734,0.00034872,0.99965
719804208,Existing Customer,36,M,2,Graduate,Married,$40K - $60K,Blue,28,5,1,3,6824.0,1873,4951.0,0.563,1933,48,0.655,0.274,9.2637e-05,0.99991
715220508,Existing Customer,31,F,0,High School,Married,Less than $40K,Blue,22,4,2,1,3273.0,2517,756.0,1.465,2726,57,0.727,0.769,5.7261e-05,0.99994
709638783,Existing Customer,50,F,1,High School,Married,$40K - $60K,Blue,43,4,3,4,2961.0,2048,913.0,0.913,4056,92,0.769,0.692,0.00047086,0.99953
716615583,Existing Customer,61,F,1,High School,Married,Less than $40K,Blue,51,3,3,3,1795.0,794,1001.0,0.953,1834,59,1.107,0.442,0.00027604,0.99972
710300733,Existing Customer,38,M,3,High School,Single,$120K +,Blue,27,2,4,1,34516.0,0,34516.0,0.919,13781,106,0.797,0.0,0.00013224,0.99987
714267858,Existing Customer,44,F,2,High School,Single,Unknown,Blue,37,6,2,1,4559.0,1680,2879.0,0.628,4934,76,0.949,0.369,6.6728e-05,0.99993
712569408,Existing Customer,56,F,4,Doctorate,Single,$40K - $60K,Blue,44,4,2,3,3455.0,1385,2070.0,0.773,4925,82,0.745,0.401,0.00029051,0.99971
715960308,Attrited Customer,53,F,1,Graduate,Divorced,Less than $40K,Blue,44,3,3,3,4090.0,2517,1573.0,0.562,2016,49,0.69,0.615,0.99649,0.00350838
709674333,Existing Customer,33,M,2,High School,Single,$60K - $80K,Blue,23,4,2,1,2400.0,0,2400.0,1.064,2677,70,0.892,0.0,6.6728e-05,0.99993
720260433,Existing Customer,46,F,3,High School,Married,$40K - $60K,Blue,34,2,3,2,3336.0,1687,1649.0,0.645,5577,95,0.759,0.506,0.00018145,0.99982
800758233,Attrited Customer,30,M,0,College,Single,$60K - $80K,Blue,24,6,2,2,4109.0,0,4109.0,0.949,8642,77,0.481,0.0,0.98958,0.01042
720376008,Existing Customer,53,F,2,Graduate,Married,Less than $40K,Blue,40,6,2,4,6174.0,1421,4753.0,0.669,2043,52,0.793,0.23,0.00032656,0.99967
780036483,Existing Customer,38,M,1,Graduate,Single,Less than $40K,Blue,28,4,5,2,1690.0,1459,231.0,0.667,3928,69,0.643,0.863,0.00018857,0.99981
803418783,Existing Customer,40,M,4,Graduate,Married,$60K - $80K,Blue,35,5,4,1,9974.0,2185,7789.0,0.852,4680,87,0.673,0.219,0.00013749,0.99986
778172583,Existing Customer,46,F,3,High School,Single,Less than $40K,Blue,36,1,3,2,6636.0,2399,4237.0,0.681,7023,86,0.654,0.362,0.00018145,0.99982
713571258,Existing Customer,45,M,2,Unknown,Single,$60K - $80K,Silver,26,6,3,2,32349.0,1630,30719.0,0.646,1343,41,0.519,0.05,0.00017865,0.99982
710979033,Existing Customer,30,M,0,Unknown,Single,$40K - $60K,Blue,20,3,1,3,6607.0,2517,4090.0,0.854,3046,73,0.78,0.381,8.7379e-05,0.99991
715702758,Existing Customer,38,F,4,Graduate,Married,Less than $40K,Blue,36,4,3,3,1860.0,0,1860.0,0.992,1731,29,0.611,0.0,0.00031726,0.99968
789433758,Existing Customer,36,M,0,College,Married,$80K - $120K,Blue,27,3,3,2,6338.0,2379,3959.0,0.624,1715,39,0.5,0.375,0.00015007,0.99985
709159308,Existing Customer,42,F,4,High School,Single,Less than $40K,Blue,30,3,1,3,6172.0,1212,4960.0,0.723,16622,99,0.65,0.196,9.4447e-05,0.99991
789533133,Existing Customer,45,M,3,High School,Married,$60K - $80K,Blue,37,5,1,2,4995.0,1766,3229.0,0.76,4389,82,0.864,0.354,5.5559e-05,0.99994
